"id","video_id","title","description","channel_id","channel_name","publish_time","category","sub_category","duration","view_count","like_count","dislike_count","comment_count","is_available"
"1267","kziSDTpAaOA","Advanced Robotics | Toonami 25th Anniversary","To celebrate Toonami's 25 year anniversary we reminisce on a time when robots dominated the planet, watching and waiting.","UCgPClNr5VSYC3syrDUIlzLw","Adult Swim","2022-03-17T16:00:33Z","Science & Technology","Robotics","146","96652","6197","0","379","1"
"1268","XCYM_k-y4uY","If Pixar made a robot - ClicBot Robot Showcase","Thanks to Keyi Tech for sponsoring today's showcase of their ClicBot! Get your own ClicBot and use code LINUSSPECIAL for an ...","UCXuqSBlHAE6Xw-yeJA0Tunw","Linus Tech Tips","2021-02-19T19:59:31Z","Science & Technology","Robotics","587","564897","36069","0","2002","0"
"1269","A_BlNA7bBxo","I Built A Surgery Robot","Go to https://buyraycon.com/reeves for 15% off your order! Brought to you by Raycon hmu if you need an outpatient LilyPichu: ...","UCtHaxi4GTYDpJgMSGy7AeSw","Michael Reeves","2020-04-28T14:43:13Z","Science & Technology","Robotics","755","24915257","1542411","0","108440","1"
"1270","PkW9wx7Kbws","An actual, real-world use for robot dogs","At a pumped storage plant in western Austria, a company called Energy Robotics is testing robot dogs for inspection. All the fancy ...","UCBa659QWEk1AI4Tg--mrJ2A","Tom Scott","2021-11-01T16:00:11Z","Science & Technology","Robotics","302","1686826","102955","0","4811","1"
"1271","C0uqYAAYiDE","Elon&#39;s NEW Tesla Optimus Robot Update | Proving Critics Wrong!","Despite the impressively fast progress that Tesla has made with their Optimus program, there are plenty who doubt Tesla will be ...","UCyj5OG4nbnQMnueBOvryi9g","Cleanerwatt","2024-07-31T22:53:00Z","Science & Technology","Robotics","855","30476","1669","0","230","1"
"1272","fUEwoiC5AO0","Humanoid robot warns of AI dangers","A humanoid robot named Ameca was asked what a nightmare AI scenario would look like at a London robotics conference on ...","UC7fWeaHhqgM4Ry-RMpM2YYw","TRT World","2023-06-01T19:38:34Z","Science & Technology","Robotics","53","1819815","96194","0","4788","1"
"1273","HMSLPefUVeE","Building a 7 Axis Robot from Scratch #089","I designed and built a 7 axis Robot in my home workshop. http://www.solidworks.com/jeremysw Just put your name as the ...","UC_SLthyNX_ivd-dmsFgmJVg","Jeremy Fielding","2021-04-04T14:27:56Z","Science & Technology","Robotics","694","562993","26407","0","1261","1"
"1274","4xD9QCBkxAs","I built myself a new Robot Buddy!","Learn more about the AR4 https://www.anninrobotics.com/ Thanks to Peopoly and their Magneto X for sponsoring the video!","UCb8Rde3uRL1ohROUVg46h1A","Made with Layers (Thomas Sanladerer)","2024-07-06T14:30:01Z","Science & Technology","Robotics","1031","111171","5015","0","283","1"
"1275","hw_VVktz9VY","Vibram X Agility Robotics","When the rubber hits the road, even the best technology can only carry you so far. We partnered with footwear sole technology ...","UCN-StetwWuVYf-MU2_NVj4A","Agility Robotics","2022-08-09T17:14:28Z","Science & Technology","Robotics","116","6898","309","0","30","1"
"1276","TQiLLcumqDw","Alternative to bearings for tiny robots","Quick video talking about rolling contact/compliant joints. These emulate how joints in nature work (two rolling surfaces held ...","UC06HVrkOL33D5lLnCPjr6NQ","Breaking Taps","2024-05-15T18:20:28Z","Science & Technology","Robotics","725","593225","26558","0","825","1"
"1277","5C5VRzPRr0U","Introducing Emo Robot to Vector Robot 🤖 #Shorts","My Social Media Facebook: https://m.facebook.com/LJPTECH/ Twitter: (@Jabezuk): https://twitter.com/Jabezuk Instagram: ...","UCFiHE4lflUQzjwqpJQdiQUw","LJP Tech","2021-07-14T16:25:28Z","Science & Technology","Robotics","23","5876384","245188","0","1538","0"
"1278","-gQn-evdsAo","Working on the Neuralink Robot","Advanced surgical automation is core to our approach.","UCLt4d8cACHzrVvAz9gtaARA","Neuralink","2021-01-29T23:46:57Z","Science & Technology","Robotics","156","692144","28649","0","2946","1"
"1279","pDZdnbI0MAc","Apple made a Robot...and I got to test it.","I tested Apple's Improved Daisy Robot - But how good IS it? Get Surfshark VPN at https://Surfshark.deals/boss - Enter promo code ...","UCMiJRAwDNSNzuYeN2uWa0pA","Mrwhosetheboss","2022-05-07T10:24:25Z","Science & Technology","Robotics","706","3355499","134028","0","5693","1"
"1280","c2gq4IwIc_s","A Robot That Picks Tomatoes Out of Your Salad","Get Honey and start saving money today ▸ https://joinhoney.com/reeves It's FREE, and it only takes 2 clicks to start saving at ...","UCtHaxi4GTYDpJgMSGy7AeSw","Michael Reeves","2019-03-06T15:30:00Z","Science & Technology","Robotics","697","14277739","563712","0","30037","1"
"1281","Jq0GknnKvXM","Inside the Lab: Robotics After Hours","What do our robots really get up to after hours? Go behind the scenes of our collaboration with @SamuelAdams to find out. Watch ...","UC7vVhkEfw4nOGp8TyDk7RcQ","Boston Dynamics","2022-02-14T15:34:25Z","Science & Technology","Robotics","210","453114","17866","0","723","1"
"1282","Wk1oClYJE58","The Tesla Bot: Explained!","Tesla announced a 5 foot 8 humanoid robot. Here's WHY. That shirt! http://shop.MKBHD.com All the official info: ...","UCBJycsmduvYEL83R_U4JriQ","Marques Brownlee","2021-08-23T23:06:19Z","Science & Technology","Robotics","907","5314089","205910","0","25427","1"
"1283","bO-DWWFolPw","The coolest robot I&#39;ve ever built!","We turned a boring Alexa Echo device into an animatronic robot! Isn't this what we really want from our technology? Support us on ...","UClCymj6mTmVzSsaK_9dwQWw","Thomas Burns","2023-07-01T14:02:16Z","Science & Technology","Robotics","1180","4566366","170994","0","10465","1"
"1284","QwAYJPjW2gI","How Realistic Are Today’s Robots?","Go to https://brilliant.org/coldfusion for 20% off! The world of robotics is advancing pretty quickly. There's been a flurry of robotics ...","UC4QZ_LsYcvcq7qOsOhpAX4A","ColdFusion","2024-06-08T17:36:30Z","Science & Technology","Robotics","1070","414933","15424","0","1600","0"
"1285","cJygztF8NFQ","Ameca the Humanoid Robot Got Jokes","Ameca is the world's most advanced human shaped robot representing the forefront of human-robotics technology. Designed ...","UCJ7LIn93vPOnZMg3YGspsXw","Olive Fluid","2022-01-24T01:49:24Z","Science & Technology","Robotics","29","8731398","320849","0","4217","1"
"1286","s6_azdBnAlU","Dope Tech: Boston Dynamics Robot Dog!","I made friends with a robot dog. MKBHD Merch: http://shop.MKBHD.com Tech I'm using right now: ...","UCBJycsmduvYEL83R_U4JriQ","Marques Brownlee","2020-08-11T03:17:19Z","Science & Technology","Robotics","910","6678203","243007","0","15570","1"
"1287","B1dWbiXnz_s","Your Robot Ideas Are Stupid","The first 1000 people to click this link will get 2 months of Skillshare for free: https://skl.sh/michaelreeves dont take this too ...","UCtHaxi4GTYDpJgMSGy7AeSw","Michael Reeves","2019-01-26T15:30:00Z","Science & Technology","Robotics","455","18706921","680196","0","56057","1"
"1288","Bhg3uOx9ZPw","Advancing Humanoid Robot Development","NVIDIA builds three computers to enable the world's leading robot manufacturers to build AI-enabled robots - NVIDIA AI and DGX ...","UCHuiy8bXnmK5nisYHUd1J5g","NVIDIA","2024-07-29T23:03:18Z","Science & Technology","Robotics","123","47136","1668","0","0","1"
"1289","QF-Vu93C4m0","Humanoid robot describes &quot;nightmare scenario&quot; with robotics and AI #shorts","news #artificialintelligence #robot.","UC8p1vwvWtl6T73JiExfWs1g","CBS News","2023-06-05T19:40:11Z","Science & Technology","Robotics","35","2712607","95706","0","8807","1"
"1290","gc26iwFcLJQ","CRISS CROSS PT5 😎 Pull Up Robot! 🤖 #robotics #calisthenics #rightfootleftfoot #robotdance #pullups","Pull Up BarDance Made in Austria! #pullupdance #airwalk #airsteps #calisthenics #sports #pullups #crisscross #robotics ...","UC4C0ZDxuKyhpm4tuudT-auQ","Mave Power","2024-07-03T14:25:08Z","Science & Technology","Robotics","13","105089","3680","0","81","1"
"1291","5n_tgx4OYN4","IMPROV COMEDY COLUMNS - by Eight is NEVER Enough","Improv comedy on stage with the NYC-based comedy troupe ""Eight is NEVER Enough"". This is from a show on tour in Wisconsin.","UCJEGBhBh1wrJuCq-rW7nRVQ","Eight Is NEVER Enough Comedy Times Square NYC ","2013-10-30T10:31:47Z","Comedy","Improv comedy","352","5110","729","0","0","1"
"1292","Y81a0npzPdw","Izzy Roland is Fearless (In Comedy and in Life)","Everyone needs a partner like Izzy #brennanleemulligan #izzyroland #dropoutpresents #improv Dropout Presents is a series of ...","UCEXF5-KL8DU7HMwza-9UY7A","Dropout Presents","2024-07-22T16:30:06Z","Comedy","Improv comedy","20","18433","2420","0","7","0"
"1293","qyX4wCwJffQ","Don&#39;t call her Old Lady Margery... #comedy #funnyshorts #improv #funnyvideo",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2024-07-26T17:39:06Z","Comedy","Improv comedy","49","44506","5837","0","43","1"
"1294","tvIf2-bVAg4","“IM GLUTEN FREEEEEE” #improv #comedy #improvcomedy #funny #game #shootfromthehip",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2023-09-16T11:45:32Z","Comedy","Improv comedy","44","414454","52716","0","127","1"
"1295","dScVeg5a0YE","I think Tom is still waiting for someone to buzz him in #improv #comedy #funny #funnyvideos",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2024-07-29T18:16:18Z","Comedy","Improv comedy","58","43631","5547","0","31","1"
"1296","olBsgZ3NzKQ","The show went v well #improv #improvisation #comedy #comedyclub #funny",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2023-01-06T17:00:43Z","Comedy","Improv comedy","48","123657","15425","0","58","1"
"1297","aUtfvHq1_VI","It just gets better and better 😂 the FREEZE TAG game #improv #comedy #game #funny",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2024-04-19T16:40:32Z","Comedy","Improv comedy","61","591322","72598","0","114","1"
"1298","ip-qJUWbB3Y","Hans&#39;s fingers are DANCING #improv #improvcomedy #comedy #comedian #funny #funnyvideos #funnyshorts",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2024-04-14T17:00:22Z","Comedy","Improv comedy","60","186734","22819","0","50","1"
"1299","G_r-l2UwaHA","The EVIL make-a-wish foundation😈#comedy #funny #funnyshorts #improv #funnyvideo",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2024-07-22T16:44:24Z","Comedy","Improv comedy","40","20518","2390","0","25","1"
"1300","7f7KdAP9ECM","New Choice | IMPROV GAME #improv #improvgame #newchoice #improvbroadway#onthisday",,"UCl0Pjeqlj9Ort2LVqP_2Ilw","ImprovBroadway","2024-07-26T20:46:05Z","Comedy","Improv comedy","38","16044","1852","0","7","1"
"1301","4e9yzFO4d60","Time to whip out some characters. #trynottolaugh #trynottolaughchallenge #improv #comedy",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2022-11-03T08:23:12Z","Comedy","Improv comedy","34","125132","14229","0","30","1"
"1302","CRegr_UUuYY","A TRUE vegan restaurant 🐷 #improv #comedy #game #shootfromthehip #funny #improvcomedy",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2023-12-17T12:12:43Z","Comedy","Improv comedy","61","218578","22808","0","45","1"
"1303","VkzP1axtHtU","#improv #comedy #whoselineisitanyway #game #shootfromthehip #harrypotter",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2023-08-09T11:35:23Z","Comedy","Improv comedy","58","547307","56379","0","130","1"
"1304","xYkNDN-imto","So you think you’re a COMEDIAN, eh? #Shootfromthehip #improv #improvcomedy #comedy #funny",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2024-01-21T18:00:25Z","Comedy","Improv comedy","61","1698685","171602","0","135","1"
"1305","AjKe4S5TPB0","How improvisers warmup before a show  #improv #comedy #game #warmup",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2023-06-04T20:59:29Z","Comedy","Improv comedy","33","388743","37952","0","94","1"
"1306","6R5In9PzyCI","The “Freeze Tag” game #improv  #comedy #comedyclub #game #whoselineisitanyway #shootfromthehip",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2023-09-03T16:56:50Z","Comedy","Improv comedy","54","600340","57618","0","81","1"
"1307","OFikzS9XXXY","When your dad&#39;s the DEVIL 😈 #shootfromthehip #funny #funnyvideo #improv #comedy",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2024-02-18T18:05:00Z","Comedy","Improv comedy","57","899305","84936","0","451","1"
"1308","cQX4nvvQmF8","The show went v well #improv #comedy #warmup",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2022-11-30T09:06:37Z","Comedy","Improv comedy","37","244454","23020","0","40","1"
"1309","MbMruLm2RPw","Improv scene from comments! #improv #comedy #improvisation #game",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2022-09-22T13:32:22Z","Comedy","Improv comedy","61","60085","5524","0","22","1"
"1310","91VDRbys_ZI","Just another day in beautiful Vondante…entirely improvised @stratfordeast #improv #comedy #france",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2022-08-15T16:53:26Z","Comedy","Improv comedy","59","45424","4147","0","23","1"
"1311","H-vJn4nkVm0","What happened at the end? #improv #improvisation #comedy #funny #whoselineisitanyway #game",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2023-02-02T09:33:56Z","Comedy","Improv comedy","58","868033","78382","0","128","1"
"1312","LaytvMrTTvo","Life Lessons From Improv Comedy | TMI","Years ago I got involved in improv comedy, and though I haven't done it in years, the lessons I learned there are still impacting my ...","UCqi721JsXlf0wq3Z_cNA_Ew","Joe Scott - TMI","2019-01-29T17:38:22Z","Comedy","Improv comedy","840","5635","502","0","73","1"
"1313","oE1f_jipm68","COMPLETELY improvised live @angelcomedyclub #improv #comedy #comedyclub #isitinyet #game #games",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2022-09-12T09:48:04Z","Comedy","Improv comedy","61","544459","47925","0","50","1"
"1314","-UyHMSwfGfY","Made up completely on the spot live  #improv #comedy #comedyclub #gaming #fortnite",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2022-08-27T11:19:55Z","Comedy","Improv comedy","61","172620","14903","0","19","1"
"1315","8pxTlxBK4-k","Letter of COMPLAINT about PRINGLES #improv #comedy #complaint #whoselineisitanyway #shootfromthehip",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2023-08-04T20:46:03Z","Comedy","Improv comedy","53","2997680","253314","0","462","1"
"1316","AQJ9zmHIC3s","IMPROV COMEDY - ABCD GAME ft. @viditchess @ChessBaseIndiachannel @vaibhavsethiacomedian","MERCH: https://www.redwolf.in/samay-raina BECOME DIAMOND MEMBER HERE: https://go.chess.com/samay JOIN MY CLUB: ...","UCAov2BBv1ZJav0c_yHEciAw","Samay Raina","2021-03-14T14:54:31Z","Comedy","Improv comedy","314","351608","29062","0","686","0"
"1317","kkWCyjW3D-c","IMPROV COMEDY - QUESTIONS ONLY ft. @viditchess @ChessBaseIndiachannel @vaibhavsethiacomedian","This Improv game is called questions only. Two people come face to face and have to build a scene but only by asking questions.","UCAov2BBv1ZJav0c_yHEciAw","Samay Raina","2021-03-12T06:30:16Z","Comedy","Improv comedy","308","460359","37851","0","879","0"
"1318","6HO2raH-q1E","Dear @PenguinBooksUK...  #improv #comedy #funny #funnyvideos",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2024-07-14T17:00:07Z","Comedy","Improv comedy","59","355615","29230","0","65","1"
"1319","qM7GNlZGaBM","The “CHANGE” game #improv #improvisation #comedy #comedyclub #funny #game #whoselineisitanyway",,"UC3JVlyuEqD9B7VaQp7FSkIQ","Shoot From The Hip","2022-12-19T18:21:40Z","Comedy","Improv comedy","61","266011","21239","0","26","1"
"1320","MsJrA_6qhkE","Was that his origin story!?","As seen in I Mostly Blame Myself at The Players Theatre in NYC. Sketch title: Baby H Written by: Nick Shanman Music by: Justin ...","UCVQyWbVBZSWvivXuQjKvQew","I Mostly Blame Myself","2024-07-22T13:15:03Z","Comedy","Improv comedy","52","19310","1530","0","18","0"
"1321","S37nRTq0Pv4","Picking sides in The Wicker Man","SPOILERS FOR THE WICKER MAN (1973) Director Robin Hardy has referred to The Wicker Man (1973) as not a cult film, but a ...","UCZhfVIlf-c-NYH6A_ZSf8mg","Jenna Stoeber","2022-10-28T20:00:26Z","Film & Animation","Movie analysis","478","22649","2629","0","433","1"
"1322","3L0Fp8rpf5A","3 Character that got Spotlight in Hashira Training Arc! Demon Slayer Explained #demonslayer #shorts","These 3 characters in Demon Slayer got all the spotlight they deserved in demon slayer hashira training arc! #demonslayer ...","UCWSc-suEjXXdk3-pCO3GMuA","Animent OG","2024-07-23T21:01:00Z","Film & Animation","Movie analysis","48","382356","41755","0","112","1"
"1323","epQCXUGMEJA","SKIBIDI TOILET IS GETTING A MOVIE (i&#39;m serious.)","shorts #animation #trending -={+}=-SUBSCRIBE!!!!-={+}=- Thank you for watching! Consider subscribing? BECOME A MEMBER ...","UCCuZ0r9pDMI8DwhtRV1fNhg","Danno Cal Drawings","2024-07-25T15:42:00Z","Film & Animation","Movie analysis","59","1158404","112709","0","9589","1"
"1324","P1q6auL59Ns","Top 5 Most Brutal Superhero in Marvel","Antihero's Club Discord Server https://discord.gg/Yt5jFwjCDF Instagram Account Ranveer Singh ...","UCwZVrhC7kJNE1aV5coPiPwA","Antihero's Club","2024-07-27T03:58:09Z","Film & Animation","Movie analysis","60","3118878","288002","0","647","0"
"1325","btCBA4ykMjI","Top 5 Indian Superhero who can Kill Thanos in Marvel","Welcome back to the Anti Heroes Club! In this exciting video, we dive deep into the world of Indian superheroes and explore how ...","UCwZVrhC7kJNE1aV5coPiPwA","Antihero's Club","2024-07-27T14:24:56Z","Film & Animation","Movie analysis","60","2459994","208495","0","2121","1"
"1326","_vDRUP_iJsk","Master Tamil Movie analysis by Mallu Analyst","Master #Vijay #Vijaysethupathy #LokeshKanakaraj #Anirudh For script/screenplay consultancy services contact us via our ...","UC4Mxrr6it6tn6FMsvoyk_-Q","The Mallu Analyst","2021-01-30T08:07:47Z","Film & Animation","Movie analysis","522","183330","15511","0","2601","1"
"1327","i2bYHqE4m1c","Laal Singh Chaddha - Movie Review | Story Analysis","DOWNLOAD KUKUFM Download Link- https://kukufm.page.link/p3bPEMAiShqdP5dr8 Coupon code: PFT50 (Offer valid for first ...","UCMADTa2I09LMVKJhGgvfAlQ","Pratik's Film Theories","2022-08-11T08:59:13Z","Film & Animation","Movie analysis","736","159522","12319","0","1776","1"
"1328","AbZJGFdlMPE","Andhadhun Movie ka COMPLETE RAW ANALYSIS","Shwetabh Gangwar, Author of The Rudest Book Ever, aka Mensutra does a complete raw analysis of the movie Andhadhun.","UC2gQaoCItAC-IbT8RNwWqLQ","Shwetabh Gangwar","2019-12-20T07:52:05Z","Film & Animation","Movie analysis","822","83249","5880","0","923","1"
"1329","AM77iFPYQO0","Shershaah Movie Review &amp; Analysis | Sidharth Malhotra, Kiara Advani | Amazon Prime Video","Shershaah is here! The much awaited biopic on the life of Vikram Batra. Starring actors #SidharthMalhotra and #KiaraAdvani , the ...","UCgbzclo4Mfy_D68w_Bm_xHg","Tried&Refused Productions.","2021-08-12T04:30:04Z","Film & Animation","Movie analysis","587","415568","28264","0","2046","1"
"1330","nlNtXUWUfzA","Pet Sematary Movie vs Book | Analysis movie review","Keep up with me! -Instagram @spookyastronauts -Twitter @astroemma - Facebook www.facebook.com/SpookyastronautsYT ...","UCc98I_anDmaYOQzU6tcfklw","spookyastronauts","2019-03-22T18:30:03Z","Film & Animation","Movie analysis","835","8925","606","0","162","1"
"1331","7JyGqPi1lYs","Akhanda : My Theatre Experience And Detailed Analysis | Akhanda Movie Review | Nandamuri Balakrishna","Akhanda is basically a devine blockbuster film of Nandamuri Balakrishna. Recently the film has been released in hindi belt so ...","UCm_FjqIHVWoTMivMJlNYRqg","Filmy Vani","2023-01-21T14:30:02Z","Film & Animation","Movie analysis","342","27965","1807","0","130","0"
"1332","U1ZsPrwET_k","La La Land - My Favourite Movie | Video Essay/Analysis (Spoilers)","So this is it... the end of the year. And what a year it has been! I've discovered so much through film and realized not just what this ...","UC6GGTaaDKQt8j2l6g6_cduA","Only Movies I Like","2019-12-06T02:25:24Z","Film & Animation","Movie analysis","1186","115093","7196","0","385","1"
"1333","HzhnLcrCwj0","Deadpool &amp; Wolverine Full Movie Explained","susbkibe Instagram https://www.instagram.com/badal_bnftv Facebook https://www.facebook.com/bnftv/?ref=br_rs Twitter ...","UCUinnqDgIsNFleLdkZKbP-w","BnfTV","2024-07-27T10:02:48Z","Film & Animation","Movie analysis","540","264055","16110","0","616","0"
"1334","h5jESZGShLU","The Driver — A Real Hero (Drive Analysis)","A Matter of Film studies the Driver from the movie Drive (2011) and how he became A Real Hero. Watch this Drive analysis for ...","UCqE4VLV8iBG8pifQG_LguUQ","A Matter of Film","2018-02-02T18:05:00Z","Film & Animation","Movie analysis","439","631473","36968","0","1264","1"
"1335","feMVG1OmRS8","Sardar Udham Movie Review &amp; Analysis | Vicky Kaushal | Shoojit Sircar | Amazon Prime Video","This has to be one of the most anticipated films of 2021. The film titled #SardarUdham based on the life of Udham Singh is finally ...","UCgbzclo4Mfy_D68w_Bm_xHg","Tried&Refused Productions.","2021-10-16T10:30:11Z","Film & Animation","Movie analysis","722","266789","15468","0","1303","1"
"1336","EPRlHbimIG8","He Didn&#39;t Want To Do It","shorts #shortsvideo #explore #explorepage #trending #news #podcast #boxing #miketyson #joerogan #jre #jreclips ...","UCf5Qm7dySDPKrzT3q4eKBgQ","eCLIPSe","2024-07-23T16:00:10Z","Film & Animation","Movie analysis","25","15439","861","0","5","1"
"1337","nVNtZGsbwkc","Deadpool &amp; Wolverine Movie REVIEW (No Spoiler)","Our Instagram ID: https://www.instagram.com/abhi_review/ Our Twitter ID: https://twitter.com/AbhiKaReview?s=09 Our Facebook ...","UCPWqbr91cfbtLHZrHM5GItg","ABHI KA REVIEW","2024-07-26T07:09:27Z","Film & Animation","Movie analysis","192","103265","5758","0","197","1"
"1338","vjU1wdloj5E","Thappad Movie Review &amp; Analysis | Taapsee Pannu, Pavail Gulati, Ratna Pathak, Kumud Mishra","Thappad starring #TaapseePannu was not only thought provoking and riveting but possibly her career's best and most relevant ...","UCgbzclo4Mfy_D68w_Bm_xHg","Tried&Refused Productions.","2020-02-28T10:40:39Z","Film & Animation","Movie analysis","462","173645","9480","0","1280","1"
"1339","W3qAaLewdho","Problem with Billa 2 | Movie Analysis #13 | Ennenna Solraan Paarunga | Blacksheep Cinemas","Billa2 #MovieAnalysis #BsCinemas To Buy Trees in Blacksheep Forest : https://pages.razorpay.com/pl_FumPht6DdGtkHQ/view ...","UC4cgYeDhc_jmP9Nf2zESowg","Blacksheep Cinemas","2022-01-08T04:30:04Z","Film & Animation","Movie analysis","483","16257","886","0","143","1"
"1340","LzJ-7SD8SZs","Deadpool &amp; Wolverine - Spoiler Review","Chris Stuckmann reviews Deadpool & Wolverine, starring Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, ...","UCCqEeDAUf4Mg0GgEN658tkA","Chris Stuckmann","2024-07-31T20:34:33Z","Film & Animation","Movie analysis","455","214808","11562","0","1256","1"
"1341","kzp4bSCsloc","Deadpool &amp; Wolverine - Movie Review","Deadpool is BACK....and so is Wolverine! And they're both in the MCU now! Sounds like a lot to unpack, but don't worry, this is a ...","UC7v3-2K1N84V67IF-WTRG-Q","Jeremy Jahns","2024-07-26T13:00:54Z","Film & Animation","Movie analysis","441","778734","41763","0","4333","1"
"1342","ZP8KQOGc1s8","Ordinary People (Movie Analysis) | Was Dr. Berger a Good Therapist?","This video answers the question: Can I analyze mental health and personality factors in the 1980 film “Ordinary People?” Support ...","UCC_0vyFTKk1Nlodo4QsiQkw","Dr. Todd Grande","2020-09-27T21:42:45Z","Film & Animation","Movie analysis","955","37300","1962","0","599","1"
"1343","ah8QAdQ3d6c","Challengers is the weirdest movie","Get on board with Hostinger to build your website for under $3/month: https://www.hostinger.com/alexmeyers Use code ...","UCY6Ij8zOds0WJEeqCLOnqOQ","Alex Meyers","2024-05-21T16:00:05Z","Film & Animation","Movie analysis","1021","1079582","56028","0","2339","1"
"1344","2BGfdpIrH3c","The Untold Story In Guru | Movie Analysis | Reeload Media","Guru is a 1997 Indian Malayalam-language fantasy film directed by Rajiv Anchal and written by C. G. Rajendra Babu from a story ...","UCPQwEOBvLR4mEzM_DHlQ0UA","REELOAD MEDIA","2019-06-16T12:16:27Z","Film & Animation","Movie analysis","226","21315","1086","0","170","0"
"1345","ptOfw9Sa160","Deadpool And Wolverine Movie Review Telugu | Deadpool And Wolverine Telugu Review","deadpoolandwolverine #deadpoolandwolverinereview #deadpoolandwolverinereviewtelugu Fair Use Statement: Our channel ...","UCIIIR-lkJcM6Pi2N7-TxbRA","FEATU GADI MEDIA","2024-07-26T05:35:15Z","Film & Animation","Movie analysis","157","25180","1274","0","36","1"
"1346","Js0OIoUV1ZA","Bhoothakalam Movie explanation | Review &amp; Analysis","Bhoothakalam #ShaneNigam #Revathi Movies (2022) analysis & Review ...","UC4Mxrr6it6tn6FMsvoyk_-Q","The Mallu Analyst","2022-01-22T05:59:35Z","Film & Animation","Movie analysis","457","206428","10336","0","1010","1"
"1347","o8XsisLcFZw","Twisters - Movie Review","Chris Stuckmann reviews Twisters, starring Daisy Edgar-Jones, Glen Powell, Anthony Ramos, Katy O'Brian, Brandon Perea, ...","UCCqEeDAUf4Mg0GgEN658tkA","Chris Stuckmann","2024-07-17T16:00:53Z","Film & Animation","Movie analysis","439","203268","10129","0","911","1"
"1348","hpsxaj8Kq2k","Mimi Movie Review &amp; Analysis | Kriti Sanon, Pankaj Tripathi | Jio Cinema | Netflix India","Mimi has had an early delivery! Starring #KritiSanon #PankajTripathi , Sai Tamhankar, Manoj Pahwa and Supriya Pathak in major ...","UCgbzclo4Mfy_D68w_Bm_xHg","Tried&Refused Productions.","2021-07-27T07:30:07Z","Film & Animation","Movie analysis","550","290907","14459","0","1477","0"
"1349","Rvc1PFNTRDw","Sigma males DON&#39;T understand Fight Club | Movie Analysis","Fight Club is not about embracing the masculine urge to start a cult - Fight Club shows us how the consumerism and the failed ...","UCbPkhY9LrE2rxpJnIq__exg","Merandil","2022-09-18T14:43:42Z","Film & Animation","Movie analysis","732","63949","3140","0","294","1"
"1350","fzqn5_oSDfw","The Batman Movie Review &amp; Analysis | Robert Pattinson | Matt Reeves","One of the most anticipated films from the DCEU is finally here! #TheBatman starring #RobertPattinson is here. Directed by ...","UCgbzclo4Mfy_D68w_Bm_xHg","Tried&Refused Productions.","2022-03-05T07:30:08Z","Film & Animation","Movie analysis","518","267432","13088","0","1732","1"
"1351","iFXpuagxemo","Mistake When Shading - Quick Art Tips #art #sketch #shorts #tutorial #drawingtutorial #anime","Support me on Patreon: http://patreon.com/excaliblader In this video I go over a common mistake artists make when trying to ...","UCbua5Tu6mEvWeqAkk5S4__g","Excal's Art Tips","2024-07-29T16:00:43Z","Film & Animation","Animation tutorials","35","31189","4672","0","43","1"
"1352","AHmMyX0Aetk","Mistake When Shading - Quick Art Tips #art #sketch #shorts #tutorial #drawingtutorial #anime","Support me on Patreon: http://patreon.com/excaliblader In this video I go over a common mistake artists make when trying to ...","UCbua5Tu6mEvWeqAkk5S4__g","Excal's Art Tips","2024-07-19T16:00:12Z","Film & Animation","Animation tutorials","38","187050","25641","0","123","1"
